domain1_score,essay_set,words_count,sentence_count,avg_sentence_length,total_spelling_errors,total_sentence_errors
3,4,116,3,38,9,12
2,4,125,4,31,5,33
2,4,117,12,9,7,9
2,4,114,7,16,3,14
0,4,30,1,30,0,22
2,4,74,7,10,4,12
0,4,98,5,19,4,15
1,4,54,2,27,0,0
1,4,34,4,8,4,12
0,4,36,3,12,1,13
0,4,58,3,19,0,23
2,4,89,4,22,3,32
1,4,103,3,34,51,0
1,4,63,2,31,0,9
1,4,66,3,22,0,11
2,4,112,7,16,5,33
2,4,126,11,11,4,26
3,4,206,6,34,6,20
1,4,56,4,14,3,12
1,4,38,2,19,0,26
1,4,72,3,24,2,19
1,4,98,5,19,4,28
0,4,18,1,18,2,2
3,4,146,6,24,12,18
3,4,109,7,15,2,22
3,4,153,8,19,6,27
1,4,60,6,10,3,23
3,4,152,9,16,2,32
0,4,53,2,26,0,14
3,4,201,10,20,11,32
0,4,21,1,21,1,21
1,4,48,3,16,0,10
0,4,29,1,29,0,20
2,4,108,5,21,6,17
2,4,111,6,18,5,9
2,4,78,5,15,9,23
0,4,30,1,30,1,4
3,4,163,9,18,4,23
1,4,58,3,19,1,30
0,4,75,3,25,1,33
0,4,42,3,14,0,13
2,4,81,4,20,2,7
1,4,47,3,15,8,13
2,4,69,6,11,2,27
2,4,51,3,17,0,26
1,4,46,1,46,0,13
1,4,86,3,28,1,2
3,4,221,13,17,26,27
2,4,102,5,20,6,8
1,4,33,3,11,0,21
0,4,35,3,11,1,14
1,4,74,3,24,6,3
1,4,73,2,36,2,22
2,4,118,3,39,1,20
3,4,86,5,17,7,19
2,4,133,6,22,3,23
0,4,64,3,21,2,14
2,4,71,5,14,7,4
3,4,187,11,17,2,10
1,4,34,3,11,1,2
2,4,123,9,13,5,6
1,4,73,5,14,3,8
1,4,72,3,24,1,12
1,4,70,3,23,3,6
0,4,66,3,22,1,13
2,4,138,4,34,6,0
2,4,178,12,14,6,10
3,4,224,11,20,9,8
3,4,230,11,20,4,27
2,4,119,5,23,8,3
2,4,89,4,22,4,24
3,4,154,10,15,3,18
2,4,93,4,23,3,28
2,4,84,4,21,2,18
2,4,106,5,21,4,4
2,4,68,4,17,4,27
0,4,28,1,28,0,18
2,4,141,8,17,3,5
2,4,92,4,23,2,20
2,4,89,4,22,1,15
0,4,33,4,8,2,21
2,4,106,5,21,6,17
0,4,49,2,24,2,9
,4,97,3,32,26,32
0,4,43,1,43,7,12
3,4,164,9,18,8,21
1,4,47,4,11,0,30
0,4,36,1,36,2,10
3,4,131,7,18,2,5
2,4,118,6,19,5,31
1,4,42,2,21,2,23
2,4,98,4,24,1,12
1,4,102,4,25,2,24
0,4,26,1,26,1,26
3,4,162,8,20,11,10
1,4,119,7,17,5,1
3,4,163,7,23,11,12
2,4,155,11,14,5,6
1,4,47,3,15,1,16
1,4,57,1,57,3,23
2,4,80,5,16,4,13
1,4,9,1,9,0,12
2,4,134,11,12,4,8
2,4,90,6,15,6,10
2,4,105,5,21,4,11
1,4,100,8,12,3,23
2,4,47,3,15,2,21
2,4,164,12,13,6,15
3,4,190,9,21,4,33
1,4,71,3,23,1,21
1,4,29,1,29,0,34
0,4,61,2,30,0,27
1,4,89,3,29,1,19
3,4,226,11,20,9,10
1,4,22,1,22,0,13
1,4,30,2,15,2,13
0,4,80,4,20,2,1
2,4,132,5,26,6,16
0,4,60,2,30,0,2
2,4,120,4,30,7,9
1,4,134,6,22,5,10
2,4,115,5,23,5,10
2,4,79,2,39,3,22
0,4,112,6,18,6,28
2,4,86,4,21,12,3
2,4,89,7,12,3,7
1,4,68,2,34,4,10
3,4,160,6,26,5,24
1,4,83,6,13,2,19
3,4,186,11,16,10,28
1,4,60,5,12,0,31
0,4,75,1,75,4,26
1,4,76,4,19,1,33
0,4,31,2,15,1,21
1,4,94,5,18,3,22
0,4,19,1,19,0,10
2,4,120,5,24,7,28
3,4,184,11,16,4,11
1,4,48,3,16,4,1
1,4,126,7,18,6,28
3,4,227,14,16,17,1
0,4,21,1,21,0,16
1,4,113,6,18,4,8
3,4,193,12,16,7,15
1,4,98,6,16,4,3
1,4,72,4,18,1,19
1,4,46,1,46,0,9
3,4,113,5,22,10,17
0,4,52,4,13,3,2
1,4,48,3,16,0,15
2,4,152,6,25,6,4
2,4,62,5,12,3,23
3,4,182,10,18,9,22
1,4,26,1,26,2,19
0,4,19,1,19,1,3
1,4,101,6,16,1,29
0,4,17,1,17,0,13
3,4,194,11,17,7,7
2,4,107,4,26,5,28
1,4,76,4,19,0,11
3,4,212,7,30,15,11
2,4,117,6,19,9,20
3,4,146,9,16,7,33
2,4,134,6,22,4,16
2,4,85,6,14,2,6
0,4,21,1,21,2,21
1,4,60,2,30,7,27
2,4,96,5,19,2,28
2,4,152,6,25,1,18
0,4,24,1,24,1,8
1,4,47,4,11,3,27
1,4,89,5,17,5,24
1,4,40,2,20,1,21
1,4,94,7,13,1,29
2,4,147,7,21,4,31
1,4,32,4,8,2,30
2,4,116,5,23,0,23
0,4,34,2,17,0,19
2,4,121,8,15,3,13
2,4,96,6,16,1,11
1,4,41,2,20,1,16
1,4,48,2,24,0,4
2,4,126,4,31,9,27
2,4,112,10,11,3,18
1,4,62,3,20,0,15
1,4,29,1,29,2,14
0,4,82,1,82,0,1
2,4,78,5,15,3,9
1,4,57,3,19,1,28
0,4,37,2,18,1,14
2,4,75,5,15,2,6
2,5,139,8,17,12,25
2,5,167,7,23,6,34
3,5,109,6,18,11,8
1,5,71,3,23,8,4
3,5,127,8,15,5,26
3,5,150,6,25,4,4
3,5,171,8,21,15,31
4,5,212,8,26,10,33
3,5,158,7,22,7,30
3,5,146,6,24,4,5
1,5,38,1,38,0,9
1,5,200,11,18,2,7
1,5,79,4,19,2,4
1,5,92,6,15,7,18
2,5,103,7,14,1,15
2,5,144,3,48,5,18
4,5,156,10,15,4,28
3,5,158,6,26,5,19
2,5,131,8,16,13,10
2,5,113,5,22,1,3
4,5,186,7,26,5,30
2,5,177,8,22,3,14
2,5,134,7,19,8,18
4,5,190,9,21,10,22
2,5,106,6,17,0,3
2,5,122,6,20,7,13
2,5,84,5,16,3,10
1,5,49,4,12,2,0
3,5,149,7,21,9,30
4,5,162,6,27,12,8
4,5,230,12,19,6,19
3,5,91,8,11,4,25
2,5,118,6,19,4,23
3,5,146,6,24,7,1
3,5,147,12,12,5,30
3,5,100,6,16,7,31
3,5,143,7,20,3,25
2,5,120,6,20,0,30
3,5,146,8,18,8,1
4,5,257,20,12,25,8
2,5,94,4,23,3,32
3,5,101,6,16,0,25
3,5,116,7,16,3,33
2,5,98,5,19,6,8
1,5,61,4,15,12,33
3,5,148,3,49,12,4
3,5,158,8,19,7,18
3,5,138,4,34,13,7
3,5,141,8,17,5,26
2,5,81,5,16,4,24
2,5,51,3,17,5,17
3,5,213,10,21,9,7
2,5,67,4,16,2,25
1,5,39,3,13,0,6
3,5,118,8,14,3,13
3,5,128,7,18,4,12
3,5,179,8,22,6,26
4,5,284,13,21,17,18
2,5,98,4,24,0,13
3,5,176,6,29,6,26
2,5,72,6,12,2,3
1,5,58,2,29,0,0
2,5,85,5,17,6,17
2,5,79,4,19,10,30
3,5,148,6,24,9,24
2,5,97,5,19,1,15
3,5,151,7,21,2,10
2,5,106,7,15,6,0
3,5,124,7,17,3,19
3,5,143,4,35,14,9
3,5,109,3,36,9,26
3,5,148,11,13,5,4
3,5,141,7,20,3,7
3,5,194,10,19,13,23
3,5,167,8,20,10,24
1,5,54,4,13,0,1
1,5,30,2,15,1,25
3,5,152,7,21,0,7
3,5,118,2,59,6,14
4,5,191,7,27,8,31
2,5,73,4,18,3,32
3,5,97,4,24,0,13
2,5,74,5,14,0,34
1,5,67,6,11,1,14
3,5,131,6,21,6,9
2,5,51,3,17,6,24
2,5,109,6,18,3,22
1,5,64,5,12,4,15
2,5,101,4,25,1,34
3,5,161,6,26,11,1
2,5,126,4,31,3,22
2,5,56,4,14,2,21
1,5,68,3,22,1,24
3,5,128,7,18,6,22
3,5,107,5,21,7,11
2,5,93,6,15,0,7
2,5,139,5,27,8,5
2,5,104,5,20,4,16
2,5,101,6,16,3,1
1,5,94,7,13,9,26
2,5,62,4,15,7,3
3,5,170,10,17,5,14
2,5,129,4,32,10,0
2,5,67,4,16,2,32
3,5,106,4,26,4,22
4,5,280,12,23,6,23
3,5,147,10,14,7,3
3,5,139,9,15,8,6
1,5,21,1,21,1,15
2,5,151,5,30,19,31
4,5,307,8,38,15,16
3,5,156,2,78,10,26
3,5,159,8,19,6,0
2,5,108,5,21,3,27
3,5,130,6,21,1,29
3,5,156,10,15,6,7
3,5,121,10,12,15,16
2,5,65,3,21,0,19
4,5,214,7,30,9,29
3,5,151,6,25,1,31
2,5,120,7,17,6,29
2,5,72,3,24,4,31
3,5,132,6,22,3,11
1,5,45,2,22,2,0
3,5,142,7,20,8,33
1,5,46,4,11,2,24
1,5,54,3,18,6,17
4,5,286,11,26,17,13
1,5,33,2,16,3,31
2,5,130,10,13,5,5
4,5,163,6,27,24,21
2,5,50,4,12,0,1
2,5,141,7,20,4,33
3,5,141,6,23,12,5
1,5,70,9,7,5,20
3,5,112,5,22,10,15
4,5,276,10,27,7,2
3,5,170,8,21,24,9
3,5,118,6,19,7,30
1,5,101,5,20,1,21
2,5,43,4,10,2,19
2,5,124,9,13,5,2
2,5,90,2,45,2,32
4,5,196,7,28,6,27
1,5,38,3,12,2,9
3,5,133,9,14,3,29
2,5,154,11,14,11,31
2,5,114,4,28,2,2
4,5,112,6,18,5,8
1,5,38,2,19,1,17
1,5,29,1,29,1,22
3,5,181,8,22,0,16
4,5,210,7,30,8,33
4,5,239,12,19,33,5
2,5,119,6,19,2,23
2,5,101,5,20,5,33
1,5,46,3,15,0,24
2,5,82,4,20,8,20
4,5,170,6,28,8,3
4,5,243,11,22,4,26
2,5,115,8,14,2,31
3,5,134,6,22,4,7
3,5,212,8,26,9,31
4,5,167,8,20,11,18
3,5,147,10,14,6,16
2,5,81,4,20,0,8
1,5,33,2,16,0,31
2,5,99,7,14,6,31
1,5,47,2,23,3,12
2,5,133,4,33,5,23
4,5,186,5,37,8,24
1,5,20,2,10,0,28
3,5,51,3,17,4,4
2,5,141,9,15,8,13
2,5,84,4,21,4,13
1,5,52,3,17,0,26
3,5,193,9,21,10,9
2,5,111,8,13,2,3
3,5,139,11,12,5,25
1,5,103,7,14,0,15
3,5,112,6,18,0,0
3,5,134,5,26,3,9
2,5,64,4,16,4,24
2,5,118,7,16,11,21
3,5,169,7,24,6,23
2,5,143,10,14,4,12
1,5,65,3,21,3,6
3,5,152,5,30,9,20
2,5,97,6,16,3,13
3,5,343,5,68,200,15
1,5,63,6,10,0,11
4,5,246,12,20,12,21
2,5,129,7,18,4,29
3,5,154,9,17,3,20
3,5,110,3,36,8,10
2,5,110,5,22,5,21
1,5,61,5,12,1,23
3,5,141,8,17,7,17
2,5,109,5,21,3,31
2,5,166,5,33,30,14
2,5,103,5,20,2,13
4,5,214,8,26,11,30
2,5,117,5,23,2,25
3,5,119,9,13,6,34
4,5,161,7,23,12,3
1,5,88,6,14,2,28
3,5,152,10,15,8,13
3,5,164,5,32,5,9
2,5,68,4,17,2,9
1,5,98,5,19,5,33
3,5,120,7,17,3,31
2,5,121,3,40,10,3
2,5,88,3,29,7,33
1,5,85,4,21,1,34
1,5,58,1,58,6,26
3,5,96,4,24,2,7
1,5,56,6,9,4,24
3,5,153,5,30,10,18
2,5,86,4,21,3,15
1,5,58,2,29,5,17
2,5,244,11,22,13,17
2,5,74,4,18,2,15
4,5,193,9,21,3,25
0,5,20,1,20,0,2
2,5,106,4,26,8,8
4,5,147,8,18,9,27
0,5,19,1,19,0,13
3,5,158,5,31,14,4
2,5,77,4,19,7,4
3,5,163,7,23,4,26
1,5,78,3,26,2,34
3,5,183,7,26,5,9
2,5,101,6,16,3,31
3,5,162,6,27,3,17
2,5,89,6,14,9,17
3,5,133,6,22,5,8
2,5,127,5,25,7,25
3,5,164,4,41,9,10
2,5,120,8,15,3,19
0,5,8,1,8,0,2
2,5,77,6,12,4,7
3,5,160,9,17,16,7
4,5,275,5,55,9,1
2,5,97,4,24,9,27
3,5,160,10,16,5,32
4,5,218,13,16,15,25
2,5,42,4,10,2,3
2,5,54,3,18,1,19
3,5,126,10,12,0,3
2,5,100,7,14,1,28
3,5,141,10,14,4,7
1,5,54,2,27,3,16
3,5,163,6,27,11,29
4,5,155,5,31,6,2
4,5,241,7,34,17,17
3,5,184,17,10,10,28
1,5,39,2,19,1,20
3,5,135,5,27,9,34
3,5,149,6,24,3,31
3,5,184,7,26,9,26
1,5,47,5,9,0,21
2,5,121,7,17,1,26
1,5,61,2,30,6,13
4,5,174,11,15,13,8
3,5,137,6,22,14,26
1,5,117,15,7,3,28
2,5,102,4,25,2,17
2,5,84,4,21,8,31
1,5,53,4,13,2,1
1,5,44,3,14,3,17
1,5,71,5,14,5,16
1,5,61,4,15,1,8
3,5,137,7,19,4,30
4,5,180,11,16,10,1
4,5,169,7,24,11,10
4,5,181,7,25,6,17
3,5,112,8,14,13,27
2,5,116,8,14,5,15
3,5,138,6,23,4,3
3,5,158,4,39,8,19
2,5,92,6,15,5,13
3,5,136,11,12,8,19
3,5,126,8,15,12,32
4,5,188,9,20,7,19
1,5,64,5,12,0,29
4,5,114,5,22,4,22
1,5,59,1,59,5,23
2,5,85,7,12,6,18
1,5,47,3,15,0,21
3,5,133,9,14,11,1
2,5,65,3,21,6,2
2,5,86,4,21,2,31
2,5,104,6,17,8,20
3,5,146,8,18,9,22
1,5,69,6,11,0,5
2,5,81,3,27,10,30
2,5,130,5,26,11,25
2,5,113,8,14,2,12
4,5,216,7,30,70,21
4,5,206,13,15,16,26
4,5,184,6,30,13,28
4,5,414,11,37,252,24
2,5,45,4,11,0,2
2,5,52,2,26,2,8
3,5,161,5,32,4,13
3,5,152,3,50,7,9
3,5,172,9,19,15,22
2,5,130,3,43,9,27
1,5,80,4,20,1,25
1,5,44,1,44,5,17
2,5,79,4,19,1,12
2,5,34,2,17,1,19
4,5,147,6,24,3,17
2,5,112,7,16,9,12
3,5,117,6,19,2,29
3,5,137,7,19,5,13
1,5,23,1,23,1,29
4,5,199,7,28,5,0
1,5,9,1,9,1,25
2,5,83,4,20,4,3
3,5,148,2,74,5,1
3,5,201,12,16,6,3
1,5,33,2,16,1,19
3,5,143,8,17,7,32
3,5,152,11,13,6,24
3,5,154,11,14,5,29
1,5,36,3,12,5,26
4,5,191,7,27,6,6
3,5,143,5,28,3,28
4,5,194,11,17,9,9
3,5,158,7,22,3,6
3,5,129,5,25,16,15
3,5,114,8,14,6,2
3,5,136,5,27,17,21
2,5,76,4,19,2,28
4,5,224,13,17,5,23
2,5,71,5,14,2,3
3,5,133,9,14,3,23
2,5,78,1,78,4,24
2,5,111,4,27,5,29
1,5,67,3,22,7,17
2,5,173,5,34,4,20
1,5,46,3,15,2,12
4,5,206,10,20,16,21
2,5,84,5,16,1,2
1,5,44,4,11,6,25
2,5,149,9,16,9,9
2,5,158,7,22,5,12
2,5,129,7,18,2,30
1,5,52,3,17,6,23
2,5,82,4,20,0,30
2,5,109,4,27,4,9
4,5,173,5,34,7,5
2,5,84,5,16,4,8
3,5,85,6,14,6,6
2,5,54,2,27,2,13
1,5,45,3,15,1,27
3,5,159,7,22,9,1
3,5,162,7,23,6,33
2,5,111,5,22,6,0
2,5,107,5,21,10,8
4,5,196,10,19,4,9
1,5,41,3,13,4,34
1,5,106,4,26,5,4
3,5,137,6,22,2,5
1,5,51,3,17,3,1
2,5,100,6,16,3,4
2,5,97,3,32,5,26
2,5,40,4,10,3,11
2,5,129,9,14,2,3
2,5,88,3,29,4,5
2,5,88,7,12,3,31
2,5,80,6,13,1,11
4,5,281,9,31,9,12
3,5,127,7,18,9,4
1,5,47,3,15,3,3
2,5,130,8,16,3,8
3,5,160,13,12,2,13
3,5,133,6,22,5,18
3,5,163,5,32,7,15
4,5,187,7,26,22,25
2,5,70,3,23,5,18
2,5,32,2,16,2,16
3,5,181,9,20,8,12
3,5,139,9,15,9,23
4,5,210,11,19,16,20
4,5,134,5,26,6,34
1,5,38,4,9,3,6
1,5,78,6,13,0,26
4,5,170,8,21,7,20
2,5,118,10,11,9,20
2,5,38,3,12,0,17
4,5,168,8,21,10,21
2,5,116,7,16,3,22
3,5,106,12,8,8,1
1,5,59,3,19,0,21
2,5,125,8,15,6,9
3,5,137,5,27,4,31
3,5,184,7,26,6,8
4,5,259,5,51,12,4
1,5,20,1,20,1,19
3,5,129,7,18,2,16
3,5,141,5,28,7,28
3,5,116,8,14,4,15
4,5,215,7,30,9,27
3,5,130,6,21,13,8
3,5,158,7,22,6,19
1,5,71,3,23,3,21
3,5,157,7,22,4,33
3,5,117,7,16,4,1
2,5,62,2,31,5,13
1,5,66,3,22,7,2
2,5,126,7,18,8,13
4,5,179,11,16,14,10
4,5,176,8,22,13,31
4,5,241,9,26,22,16
3,5,167,8,20,12,7
4,5,202,10,20,4,11
1,5,114,4,28,4,4
2,5,122,8,15,8,25
3,5,168,8,21,3,32
3,5,218,10,21,10,3
1,5,24,1,24,1,29
2,5,76,1,76,2,34
3,5,199,4,49,10,29
3,5,158,6,26,10,26
3,5,104,6,17,3,1
1,5,49,6,8,2,25
2,5,133,6,22,15,6
4,5,199,5,39,8,21
3,5,80,7,11,2,4
1,5,34,2,17,1,9
2,5,75,7,10,6,21
2,5,81,2,40,5,5
3,5,149,4,37,8,14
2,5,95,5,19,5,12
4,5,250,14,17,8,10
2,5,137,2,68,7,25
2,5,101,5,20,1,18
2,5,124,6,20,3,12
2,5,85,5,17,3,2
2,5,96,5,19,11,23
4,5,233,10,23,13,13
4,5,307,8,38,18,3
1,5,44,3,14,0,8
3,5,199,8,24,19,13
4,5,201,10,20,1,19
1,5,81,5,16,1,15
1,5,72,2,36,2,25
4,5,166,5,33,5,9
2,5,79,6,13,0,9
3,5,182,9,20,2,34
2,5,53,3,17,6,29
2,5,121,4,30,2,20
3,5,139,6,23,4,22
3,5,171,6,28,10,13
2,5,94,8,11,3,29
2,5,112,7,16,2,23
2,5,82,4,20,2,21
1,5,29,1,29,2,19
3,5,116,7,16,9,18
2,5,74,5,14,1,18
1,5,40,2,20,1,10
3,5,204,7,29,57,15
3,5,278,8,34,151,33
2,5,71,4,17,1,32
3,5,169,8,21,4,3
0,5,87,4,21,2,18
3,5,154,5,30,6,1
4,5,193,8,24,3,10
3,5,218,9,24,17,28
2,5,92,3,30,4,4
4,5,263,13,20,7,33
2,5,103,5,20,4,28
1,5,166,6,27,75,33
2,5,117,4,29,11,19
3,5,116,6,19,4,17
1,5,69,7,9,0,33
3,5,147,7,21,9,33
2,5,52,2,26,0,29
1,5,211,17,12,3,29
2,5,94,6,15,4,18
3,5,199,8,24,9,17
3,5,195,14,13,3,4
2,5,28,1,28,1,22
3,5,180,5,36,11,10
3,5,173,11,15,13,16
2,5,78,7,11,1,14
3,5,127,12,10,4,20
2,5,80,2,40,2,24
1,5,125,6,20,5,5
4,5,154,6,25,5,18
2,5,81,3,27,4,7
2,5,85,4,21,2,20
3,5,180,9,20,9,10
1,5,69,3,23,0,2
3,5,103,8,12,3,24
3,5,124,4,31,2,17
1,5,55,4,13,2,13
3,5,173,3,57,14,4
3,5,149,2,74,10,32
2,5,119,8,14,3,6
2,5,99,5,19,5,7
2,5,105,5,21,2,26
1,5,64,5,12,5,8
1,5,122,6,20,3,23
2,5,61,4,15,1,9
3,5,178,9,19,12,29
2,5,116,6,19,0,18
1,5,47,4,11,0,14
2,5,96,3,32,2,9
2,5,101,7,14,1,1
3,5,91,5,18,3,27
4,5,294,10,29,11,3
2,5,75,7,10,2,28
1,5,71,3,23,5,29
4,5,262,11,23,5,27
1,5,41,1,41,1,18
0,5,39,3,13,1,34
2,5,52,4,13,0,32
4,5,177,8,22,10,3
3,5,173,5,34,10,27
2,5,113,5,22,2,24
3,5,176,8,22,18,17
3,5,120,5,24,7,13
3,5,233,12,19,13,13
3,5,143,7,20,14,9
2,5,89,3,29,7,8
4,5,219,9,24,13,15
1,5,12,1,12,1,0
3,5,128,11,11,6,7
1,5,53,4,13,0,13
3,5,193,8,24,12,0
4,5,149,8,18,7,9
2,5,86,5,17,5,31
0,5,48,3,16,0,7
3,5,129,4,32,2,23
4,5,227,13,17,20,1
4,5,198,9,22,11,7
3,5,232,11,21,7,14
4,5,179,7,25,12,18
3,5,204,10,20,5,21
2,5,106,5,21,2,16
3,5,141,7,20,10,27
3,5,172,7,24,8,21
3,5,142,7,20,7,16
4,5,194,12,16,7,7
3,5,148,8,18,7,2
2,5,64,2,32,5,14
3,5,177,8,22,3,11
2,5,69,4,17,1,2
1,5,83,6,13,1,9
2,5,96,6,16,12,8
1,5,63,4,15,3,27
2,5,100,5,20,3,33
2,5,67,2,33,5,26
3,5,138,8,17,6,3
3,5,145,3,48,7,5
2,5,57,2,28,1,8
2,5,84,5,16,3,6
4,5,178,7,25,5,17
4,5,229,8,28,24,4
2,5,81,7,11,2,10
2,5,119,6,19,8,33
2,5,113,6,18,1,24
2,5,98,6,16,4,28
4,5,190,10,19,8,26
2,5,89,5,17,0,17
3,5,146,5,29,9,24
2,5,57,5,11,3,27
2,5,84,4,21,2,18
2,5,131,6,21,9,12
2,5,132,6,22,2,33
2,5,88,6,14,1,1
1,5,69,4,17,5,19
2,5,140,10,14,3,25
4,5,198,7,28,10,19
4,5,140,8,17,14,18
4,5,272,9,30,11,20
3,5,145,9,16,1,9
2,5,110,7,15,2,30
3,5,127,7,18,3,24
2,5,77,4,19,3,23
1,5,49,3,16,3,33
3,5,115,5,23,5,5
2,5,64,4,16,1,11
2,5,140,5,28,3,9
0,5,22,1,22,0,7
3,5,190,8,23,2,0
2,5,87,4,21,3,7
3,5,160,3,53,14,11
2,5,106,6,17,5,7
2,5,112,4,28,5,31
4,5,197,8,24,0,26
2,5,55,3,18,2,21
4,5,203,15,13,7,6
3,5,164,6,27,5,1
4,5,212,13,16,13,21
3,5,186,11,16,19,17
2,5,61,2,30,4,34
2,5,97,7,13,3,24
2,5,84,5,16,0,25
3,5,145,2,72,4,12
3,5,110,9,12,14,11
2,5,80,4,20,5,32
3,5,103,5,20,3,6
2,5,67,5,13,3,31
2,5,90,3,30,3,26
0,5,19,1,19,0,3
2,5,104,6,17,9,11
2,5,111,5,22,7,7
2,5,103,8,12,9,3
3,5,168,8,21,9,32
4,5,170,4,42,11,19
2,5,71,1,71,2,18
2,5,87,2,43,6,13
1,5,38,2,19,1,27
3,5,118,6,19,11,15
1,5,94,8,11,4,14
4,5,427,7,61,243,8
4,5,219,8,27,4,19
4,5,176,10,17,3,24
3,5,158,7,22,5,5
3,5,115,7,16,3,4
1,5,57,4,14,8,1
2,5,154,12,12,2,9
1,5,119,9,13,3,20
4,5,208,7,29,10,23
2,5,65,4,16,0,7
2,5,90,5,18,3,9
3,5,138,8,17,5,1
3,5,104,4,26,6,6
3,5,137,8,17,11,17
2,5,112,7,16,5,27
1,5,39,1,39,3,25
4,5,184,11,16,13,7
2,5,130,7,18,9,22
2,5,86,5,17,1,20
1,5,43,2,21,6,6
3,5,135,10,13,5,16
3,5,98,7,14,6,28
3,5,163,5,32,9,20
1,5,36,2,18,0,10
4,5,213,12,17,7,17
2,5,95,7,13,2,18
1,5,147,9,16,12,7
2,5,103,9,11,3,27
2,5,51,4,12,2,12
1,5,32,3,10,2,29
2,5,100,6,16,10,4
2,5,113,3,37,12,1
4,5,217,8,27,11,17
4,5,171,8,21,9,18
1,5,130,6,21,0,0
3,5,140,8,17,4,24
4,5,215,7,30,9,25
3,5,175,11,15,13,20
2,5,153,6,25,6,8
2,5,133,4,33,6,30
1,5,81,5,16,5,30
2,5,141,8,17,3,17
2,5,66,4,16,2,25
4,5,211,14,15,26,32
2,5,105,7,15,1,29
2,5,77,5,15,4,28
2,5,99,6,16,5,4
2,5,128,7,18,3,10
3,5,124,5,24,11,10
2,5,149,8,18,5,20
1,5,45,2,22,2,28
4,5,168,10,16,5,10
4,5,293,17,17,18,8
2,5,70,6,11,2,9
3,5,126,7,18,7,29
4,5,185,6,30,10,20
2,5,56,2,28,7,1
2,5,137,7,19,17,11
2,5,128,6,21,3,20
4,5,212,12,17,5,22
1,5,17,1,17,1,29
2,5,101,3,33,2,13
2,5,129,10,12,2,1
3,5,148,6,24,10,10
2,5,100,8,12,2,22
2,5,117,6,19,1,24
3,5,152,10,15,6,17
4,5,243,16,15,5,10
4,5,162,7,23,17,21
2,5,90,4,22,2,28
4,5,193,9,21,10,17
4,5,169,9,18,4,17
3,5,107,4,26,3,32
2,5,89,6,14,2,30
3,5,181,7,25,10,5
1,5,9,1,9,0,34
3,5,169,5,33,6,22
3,5,131,6,21,5,1
2,5,76,7,10,2,5
3,5,152,11,13,6,14
0,5,22,1,22,1,20
1,5,65,4,16,2,4
2,5,85,4,21,1,7
4,5,260,13,20,5,33
4,5,234,11,21,21,31
4,5,244,9,27,18,26
3,5,112,5,22,8,30
2,5,82,2,41,3,5
2,5,103,5,20,5,28
4,5,178,6,29,11,7
3,5,141,7,20,14,17
3,5,159,4,39,10,13
4,5,212,9,23,5,3
2,5,79,5,15,4,1
2,5,91,5,18,8,7
2,5,105,8,13,1,29
1,5,43,1,43,3,15
2,5,102,2,51,7,2
3,5,137,8,17,3,32
3,5,139,5,27,3,9
1,5,93,6,15,1,21
1,5,64,2,32,4,24
2,5,85,4,21,7,9
2,5,139,5,27,9,6
2,5,92,7,13,5,28
2,5,85,5,17,0,7
1,5,35,2,17,2,4
4,5,218,8,27,7,9
1,5,89,1,89,0,17
3,5,184,7,26,8,14
3,5,140,7,20,3,27
3,5,169,12,14,26,10
1,5,62,3,20,4,21
1,5,70,3,23,5,7
2,5,114,4,28,4,5
1,5,45,3,15,4,0
1,5,45,2,22,1,33
2,5,39,1,39,1,31
3,5,190,5,38,17,16
2,5,162,5,32,4,13
1,5,74,3,24,6,10
2,5,104,5,20,2,19
2,5,72,5,14,4,7
2,5,114,8,14,4,33
2,5,122,8,15,6,10
2,5,178,6,29,3,10
1,5,33,1,33,2,2
3,5,194,11,17,7,29
4,5,184,12,15,15,0
2,5,127,5,25,3,14
3,5,203,14,14,14,20
1,5,80,6,13,2,6
1,5,49,1,49,2,11
3,5,139,7,19,8,13
1,5,143,7,20,9,13
4,5,278,11,25,18,10
2,5,152,8,19,11,25
3,5,175,1,175,2,34
3,5,152,6,25,11,4
2,5,70,4,17,9,1
2,5,136,7,19,9,12
3,5,104,5,20,4,34
1,5,198,8,24,9,10
3,5,120,3,40,4,29
3,5,133,5,26,5,1
2,5,227,1,227,1,8
1,5,59,4,14,2,11
1,5,61,1,61,2,30
3,5,155,4,38,12,27
1,5,68,4,17,5,32
2,5,143,6,23,2,23
3,5,143,5,28,5,12
1,5,50,4,12,3,0
2,5,69,2,34,3,6
2,5,127,4,31,7,12
1,5,78,5,15,2,26
1,5,77,5,15,4,13
1,5,49,2,24,2,24
1,5,44,3,14,3,17
3,5,161,7,23,5,21
1,5,56,2,28,1,24
3,5,90,4,22,4,15
4,5,279,7,39,4,2
4,5,256,10,25,7,4
2,5,115,6,19,1,9
2,5,112,5,22,4,5
3,5,196,9,21,5,8
3,5,189,9,21,1,6
2,5,115,5,23,4,14
2,5,79,6,13,5,16
2,5,109,6,18,0,14
2,5,114,7,16,4,12
3,5,151,9,16,11,16
4,5,183,14,13,10,13
4,5,494,11,44,291,24
1,5,68,5,13,3,24
3,5,138,7,19,5,15
2,5,88,3,29,3,34
2,5,110,4,27,4,8
1,5,94,9,10,1,9
3,5,139,4,34,5,27
2,5,110,3,36,5,30
2,5,85,6,14,4,6
1,5,64,3,21,2,33
1,5,80,2,40,13,9
3,5,165,13,12,1,19
